,Date/Time (PST),Temperature (deg F),Relative Humidity (%),"Total Snow Depth ("")","Intermittent/Shot Snow ("")",Total Snow Depth Dayly Difference,Snow instability labels
84,2019-01-04 12:00:00,43.82,51.47,94.4,492.8,-0.5999999999999943,0
85,2019-01-04 13:00:00,43.07,51.74,94.9,-7999.0,0.5,0
86,2019-01-04 14:00:00,44.81,50.32,95.0,402.9,0.09999999999999432,0
87,2019-01-04 15:00:00,44.2,47.6,95.2,367.3,0.20000000000000284,0
88,2019-01-04 16:00:00,42.38,49.45,95.1,492.1,-0.10000000000000853,0
89,2019-01-04 17:00:00,42.88,48.77,95.3,296.2,0.20000000000000284,0
90,2019-01-04 18:00:00,40.42,54.37,95.3,221.1,0.0,0
91,2019-01-04 19:00:00,38.24,56.09,95.2,193.1,-0.09999999999999432,0
92,2019-01-04 20:00:00,37.88,56.64,95.3,120.3,0.09999999999999432,0
93,2019-01-04 21:00:00,37.27,58.76,95.3,75.35,0.0,0
94,2019-01-04 22:00:00,37.16,60.34,95.2,72.94,-0.09999999999999432,0
95,2019-01-04 23:00:00,37.16,59.18,95.1,45.2,-0.10000000000000853,0
96,2019-01-05 00:00:00,32.15,46.98,93.0,478.9,-2.0999999999999943,0
97,2019-01-05 01:00:00,32.15,49.85,93.3,480.8,0.29999999999999716,0
98,2019-01-05 02:00:00,32.88,46.98,93.4,482.1,0.10000000000000853,0
99,2019-01-05 03:00:00,32.75,44.38,93.4,481.9,0.0,0
100,2019-01-05 04:00:00,31.66,47.59,93.1,483.6,-0.30000000000001137,0
101,2019-01-05 05:00:00,31.9,49.3,93.2,487.2,0.10000000000000853,0
102,2019-01-05 06:00:00,33.99,46.43,93.1,482.1,-0.10000000000000853,0
103,2019-01-05 07:00:00,33.6,48.67,93.0,482.7,-0.09999999999999432,0
104,2019-01-05 08:00:00,36.42,36.04,93.2,483.5,0.20000000000000284,0
105,2019-01-05 09:00:00,38.37,29.82,92.7,508.1,-0.5,0
106,2019-01-05 10:00:00,39.81,27.69,92.2,464.7,-0.5,0
107,2019-01-05 11:00:00,42.11,27.89,92.6,432.1,0.3999999999999915,0
108,2019-01-05 12:00:00,44.05,31.97,91.8,392.1,-0.7999999999999972,0
109,2019-01-05 13:00:00,43.67,32.92,91.6,410.2,-0.20000000000000284,0
110,2019-01-05 14:00:00,44.9,27.61,92.0,420.8,0.4000000000000057,0
111,2019-01-05 15:00:00,44.54,31.63,92.4,426.2,0.4000000000000057,0
112,2019-01-05 16:00:00,41.75,39.75,92.3,433.7,-0.10000000000000853,0
113,2019-01-05 17:00:00,40.05,41.13,92.4,444.8,0.10000000000000853,0
114,2019-01-05 18:00:00,39.09,50.49,92.3,455.8,-0.10000000000000853,0
115,2019-01-05 19:00:00,35.41,55.07,92.5,471.5,0.20000000000000284,0
116,2019-01-05 20:00:00,34.7,62.8,92.6,476.3,0.09999999999999432,0
117,2019-01-05 21:00:00,33.6,69.42,92.6,480.3,0.0,0
118,2019-01-05 22:00:00,32.12,77.68,92.4,484.1,-0.19999999999998863,0
119,2019-01-05 23:00:00,31.02,78.5,92.4,486.8,0.0,0
120,2019-01-06 00:00:00,49.36,84.4,39.6,-7999.0,-52.800000000000004,-1
121,2019-01-06 01:00:00,49.48,85.4,37.86,-7999.0,-1.740000000000002,0
122,2019-01-06 02:00:00,49.36,83.1,39.67,-7999.0,1.8100000000000023,0
123,2019-01-06 03:00:00,48.5,86.5,39.6,-7999.0,-0.07000000000000028,0
124,2019-01-06 04:00:00,46.66,72.69,39.74,-7999.0,0.14000000000000057,0
125,2019-01-06 05:00:00,47.91,65.07,39.56,-7999.0,-0.17999999999999972,0
126,2019-01-06 06:00:00,49.85,57.01,39.2,-7999.0,-0.35999999999999943,0
127,2019-01-06 07:00:00,52.79,45.69,39.87,-7999.0,0.6699999999999946,0
128,2019-01-06 08:00:00,54.97,46.83,38.66,-7999.0,-1.2100000000000009,0
129,2019-01-06 09:00:00,58.03,44.65,37.26,-7999.0,-1.3999999999999986,0
130,2019-01-06 10:00:00,59.93,42.1,38.17,-7999.0,0.9100000000000037,0
131,2019-01-06 11:00:00,61.02,46.25,36.99,-7999.0,-1.1799999999999997,0
132,2019-01-06 12:00:00,63.33,45.49,35.55,-7999.0,-1.4400000000000048,0
133,2019-01-06 13:00:00,64.89,44.32,35.62,-7999.0,0.07000000000000028,0
134,2019-01-06 14:00:00,64.28,50.78,35.95,-7999.0,0.3300000000000054,0
135,2019-01-06 15:00:00,62.96,51.41,35.83,-7999.0,-0.12000000000000455,0
136,2019-01-06 16:00:00,61.14,60.34,35.52,-7999.0,-0.30999999999999517,0
137,2019-01-06 17:00:00,59.56,62.67,36.5,-7999.0,0.9799999999999969,0
138,2019-01-06 18:00:00,56.76,66.91,36.4,-7999.0,-0.10000000000000142,0
139,2019-01-06 19:00:00,53.59,77.07,36.37,-7999.0,-0.030000000000001137,0
140,2019-01-06 20:00:00,50.06,89.3,36.44,-7999.0,0.07000000000000028,0
141,2019-01-06 21:00:00,48.36,96.8,36.27,-7999.0,-0.1699999999999946,0
142,2019-01-06 22:00:00,47.64,97.0,36.32,-7999.0,0.04999999999999716,0
143,2019-01-06 23:00:00,47.02,99.9,36.38,-7999.0,0.060000000000002274,0
144,2019-01-13 00:00:00,25.41,95.0,77.28,0.6459999999999999,40.9,0
145,2019-01-13 01:00:00,25.9,94.0,77.62,0.511,0.3400000000000034,0
146,2019-01-13 02:00:00,25.78,92.9,77.35,0.511,-0.27000000000001023,0
147,2019-01-13 03:00:00,26.02,91.9,77.48,0.511,0.13000000000000966,0
148,2019-01-13 04:00:00,26.15,91.3,77.62,0.511,0.14000000000000057,0
149,2019-01-13 05:00:00,25.9,91.6,77.21,0.511,-0.4100000000000108,0
150,2019-01-13 06:00:00,25.29,91.7,77.34,0.645,0.13000000000000966,0
151,2019-01-13 07:00:00,25.9,88.4,77.21,0.6459999999999999,-0.13000000000000966,0
152,2019-01-13 08:00:00,26.02,89.0,77.21,0.6459999999999999,0.0,0
153,2019-01-13 09:00:00,25.66,88.3,77.08,0.511,-0.12999999999999545,0
154,2019-01-13 10:00:00,26.39,88.9,77.08,0.511,0.0,0
155,2019-01-13 11:00:00,27.38,87.4,77.21,0.511,0.12999999999999545,0
156,2019-01-13 12:00:00,28.23,87.8,76.95,0.648,-0.2599999999999909,0
157,2019-01-13 13:00:00,28.72,87.1,76.7,0.518,-0.25,0
158,2019-01-13 14:00:00,28.84,84.8,76.63,0.38299999999999995,-0.07000000000000739,0
159,2019-01-13 15:00:00,29.21,82.7,76.97,0.518,0.3400000000000034,0
160,2019-01-13 16:00:00,27.98,85.0,76.03,0.518,-0.9399999999999977,0
161,2019-01-13 17:00:00,27.62,83.9,76.49,0.515,0.45999999999999375,0
162,2019-01-13 18:00:00,26.15,86.2,76.41,0.511,-0.0799999999999983,0
163,2019-01-13 19:00:00,25.78,85.1,76.41,0.511,0.0,0
164,2019-01-13 20:00:00,25.29,85.7,75.87,0.6459999999999999,-0.539999999999992,0
165,2019-01-13 21:00:00,26.39,82.5,76.41,0.6459999999999999,0.539999999999992,0
166,2019-01-13 22:00:00,26.39,78.9,76.27,0.645,-0.14000000000000057,0
167,2019-01-13 23:00:00,26.15,81.4,75.73,0.51,-0.539999999999992,0
168,2019-01-14 00:00:00,25.53,81.3,76.14,0.6459999999999999,0.4099999999999966,0
169,2019-01-14 01:00:00,25.41,81.1,76.94,0.6459999999999999,0.7999999999999972,0
170,2019-01-14 02:00:00,25.42,79.45,76.92,0.506,-0.01999999999999602,0
171,2019-01-14 03:00:00,24.19,80.6,76.66,0.507,-0.2600000000000051,0
172,2019-01-14 04:00:00,24.56,79.25,76.52,0.505,-0.14000000000000057,0
173,2019-01-14 05:00:00,23.7,81.9,76.58,0.505,0.060000000000002274,0
174,2019-01-14 06:00:00,23.09,84.9,76.37,0.502,-0.20999999999999375,0
175,2019-01-14 07:00:00,23.59,79.74,76.23,0.634,-0.14000000000000057,0
176,2019-01-14 08:00:00,23.34,79.81,76.09,0.499,-0.14000000000000057,0
177,2019-01-14 09:00:00,22.6,81.9,75.89,0.365,-0.20000000000000284,0
178,2019-01-14 10:00:00,24.82,76.05,75.89,0.499,0.0,0
179,2019-01-14 11:00:00,25.54,77.67,75.99,0.509,0.09999999999999432,0
180,2019-01-14 12:00:00,26.76,74.66,75.73,0.511,-0.2599999999999909,0
181,2019-01-14 13:00:00,28.61,70.36,75.6,0.377,-0.13000000000000966,0
182,2019-01-14 14:00:00,27.0,74.52,75.28,0.515,-0.3199999999999932,0
183,2019-01-14 15:00:00,26.15,76.98,76.07,0.511,0.789999999999992,0
184,2019-01-14 16:00:00,25.16,76.5,76.27,0.511,0.20000000000000284,0
185,2019-01-14 17:00:00,24.06,77.26,76.2,0.511,-0.06999999999999318,0
186,2019-01-14 18:00:00,21.74,83.6,76.1,0.503,-0.10000000000000853,0
187,2019-01-14 19:00:00,22.85,79.06,76.29,0.499,0.19000000000001194,0
188,2019-01-14 20:00:00,22.23,80.1,76.09,0.499,-0.20000000000000284,0
189,2019-01-14 21:00:00,22.61,76.6,76.08,0.49700000000000005,-0.010000000000005116,0
190,2019-01-14 22:00:00,22.73,75.72,75.94,0.495,-0.14000000000000057,0
191,2019-01-14 23:00:00,23.48,72.3,75.93,0.493,-0.009999999999990905,0
192,2019-01-15 00:00:00,23.71,75.5,75.15,0.499,-0.7800000000000011,0
193,2019-01-15 01:00:00,23.59,72.84,75.28,0.43200000000000005,0.12999999999999545,0
194,2019-01-15 02:00:00,23.46,71.13,75.69,0.43200000000000005,0.4099999999999966,0
195,2019-01-15 03:00:00,22.11,75.57,75.28,0.499,-0.4099999999999966,0
196,2019-01-15 04:00:00,20.65,79.34,75.26,0.494,-0.01999999999999602,0
197,2019-01-15 05:00:00,22.0,78.04,75.13,0.495,-0.13000000000000966,0
198,2019-01-15 06:00:00,21.26,76.68,74.99,0.494,-0.14000000000000057,0
199,2019-01-15 07:00:00,23.1,72.64,74.86,0.495,-0.12999999999999545,0
200,2019-01-15 08:00:00,21.14,76.61,75.13,0.42700000000000005,0.269999999999996,0
201,2019-01-15 09:00:00,22.0,75.18,74.99,0.493,-0.14000000000000057,0
202,2019-01-15 10:00:00,21.26,78.52,74.86,0.493,-0.12999999999999545,0
203,2019-01-15 11:00:00,20.89,80.3,74.86,0.42700000000000005,0.0,0
204,2019-01-15 12:00:00,22.36,78.03,74.75,0.499,-0.10999999999999943,0
205,2019-01-15 13:00:00,23.7,74.87,74.71,0.373,-0.04000000000000625,0
206,2019-01-15 14:00:00,24.3,74.86,74.66,0.377,-0.04999999999999716,0
207,2019-01-15 15:00:00,24.55,73.09,74.66,0.511,0.0,0
208,2019-01-15 16:00:00,23.44,76.02,74.79,0.377,0.13000000000000966,0
209,2019-01-15 17:00:00,22.34,79.58,74.92,0.51,0.12999999999999545,0
210,2019-01-15 18:00:00,22.1,80.8,74.76,0.436,-0.1599999999999966,0
211,2019-01-15 19:00:00,20.76,82.8,75.22,0.499,0.45999999999999375,0
212,2019-01-15 20:00:00,20.4,84.5,75.13,0.494,-0.09000000000000341,0
213,2019-01-15 21:00:00,20.52,85.1,74.86,0.493,-0.269999999999996,0
214,2019-01-15 22:00:00,20.28,85.9,74.86,0.494,0.0,0
215,2019-01-15 23:00:00,20.77,84.5,74.86,0.493,0.0,0
216,2019-01-16 00:00:00,18.31,88.8,74.86,0.493,0.0,0
217,2019-01-16 01:00:00,18.8,87.7,74.31,0.49200000000000005,-0.5499999999999972,0
218,2019-01-16 02:00:00,17.95,90.6,74.43,0.48700000000000004,0.12000000000000455,0
219,2019-01-16 03:00:00,18.56,89.9,74.56,0.48700000000000004,0.12999999999999545,0
220,2019-01-16 04:00:00,18.93,89.7,74.16,0.48700000000000004,-0.4000000000000057,0
221,2019-01-16 05:00:00,18.81,89.1,74.16,0.48700000000000004,0.0,0
222,2019-01-16 06:00:00,18.81,88.1,73.9,0.489,-0.2599999999999909,0
223,2019-01-16 07:00:00,18.93,89.8,74.16,0.489,0.2599999999999909,0
224,2019-01-16 08:00:00,19.79,90.6,73.9,0.625,-0.2599999999999909,0
225,2019-01-16 09:00:00,20.03,89.7,74.18,0.493,0.28000000000000114,0
226,2019-01-16 10:00:00,22.24,86.5,74.12,0.493,-0.060000000000002274,0
227,2019-01-16 11:00:00,23.46,82.8,74.34,0.499,0.21999999999999886,0
228,2019-01-16 12:00:00,23.82,82.9,74.37,0.371,0.030000000000001137,0
229,2019-01-16 13:00:00,24.8,84.5,74.26,0.511,-0.10999999999999943,0
230,2019-01-16 14:00:00,25.41,83.7,74.32,0.377,0.05999999999998806,0
231,2019-01-16 15:00:00,24.55,88.9,74.39,0.511,0.07000000000000739,0
232,2019-01-16 16:00:00,23.93,92.7,74.39,0.511,0.0,0
233,2019-01-16 17:00:00,23.69,93.6,74.32,0.511,-0.07000000000000739,0
234,2019-01-16 18:00:00,24.06,94.7,74.39,0.511,0.07000000000000739,0
235,2019-01-16 19:00:00,23.81,95.2,74.52,0.511,0.12999999999999545,0
236,2019-01-16 20:00:00,23.2,94.5,74.52,0.376,0.0,0
237,2019-01-16 21:00:00,23.44,94.5,74.39,0.511,-0.12999999999999545,0
238,2019-01-16 22:00:00,23.57,95.0,74.39,0.511,0.0,0
239,2019-01-16 23:00:00,24.31,95.6,74.31,0.509,-0.0799999999999983,0
240,2019-01-17 00:00:00,25.04,95.6,74.32,0.377,0.009999999999990905,0
241,2019-01-17 01:00:00,24.92,95.0,74.12,0.377,-0.19999999999998863,0
242,2019-01-17 02:00:00,24.67,94.8,73.72,0.511,-0.4000000000000057,0
243,2019-01-17 03:00:00,24.3,95.3,72.64,0.511,-1.0799999999999983,0
244,2019-01-17 04:00:00,24.8,95.5,72.51,0.6459999999999999,-0.12999999999999545,0
245,2019-01-17 05:00:00,24.67,95.6,73.45,0.78,0.9399999999999977,0
246,2019-01-17 06:00:00,24.8,95.7,74.39,1.0490000000000002,0.9399999999999977,0
247,2019-01-17 07:00:00,25.29,95.6,74.12,1.8559999999999999,-0.269999999999996,0
248,2019-01-17 08:00:00,25.16,95.6,74.52,2.3930000000000002,0.3999999999999915,0
249,2019-01-17 09:00:00,25.66,95.0,73.85,2.3930000000000002,-0.6700000000000017,0
250,2019-01-17 10:00:00,26.88,93.5,74.53,2.394,0.6800000000000068,0
251,2019-01-17 11:00:00,27.24,94.0,75.49,2.265,0.9599999999999937,0
252,2019-01-17 12:00:00,27.6,94.8,73.36,2.134,-2.1299999999999955,0
253,2019-01-17 13:00:00,28.46,94.1,74.03,2.136,0.6700000000000017,0
254,2019-01-17 14:00:00,27.85,95.5,74.1,2.136,0.06999999999999318,0
255,2019-01-17 15:00:00,28.09,94.5,74.17,2.405,0.07000000000000739,0
256,2019-01-17 16:00:00,28.09,95.3,74.44,2.136,0.269999999999996,0
257,2019-01-17 17:00:00,27.11,95.8,75.91,2.8080000000000003,1.4699999999999989,0
258,2019-01-17 18:00:00,27.49,96.4,75.36,2.937,-0.5499999999999972,0
259,2019-01-17 19:00:00,27.0,96.2,74.88,2.13,-0.480000000000004,0
260,2019-01-17 20:00:00,29.21,99.8,75.49,3.34,0.6099999999999994,0
261,2019-01-17 21:00:00,30.18,99.8,76.32,1.598,0.8299999999999983,0
262,2019-01-17 22:00:00,29.94,99.9,77.39,4.555,1.0700000000000074,0
263,2019-01-17 23:00:00,29.44,100.0,75.11,4.958,-2.280000000000001,0
264,2019-01-18 00:00:00,29.32,99.8,76.19,5.361000000000001,1.0799999999999983,0
265,2019-01-18 01:00:00,30.18,99.8,75.98,5.63,-0.20999999999999375,0
266,2019-01-18 02:00:00,29.94,99.9,77.06,5.899,1.0799999999999983,0
267,2019-01-18 03:00:00,29.57,99.9,77.66,6.436,0.5999999999999943,0
268,2019-01-18 04:00:00,28.95,99.9,79.21,7.511,1.5499999999999972,0
269,2019-01-18 05:00:00,28.71,99.8,79.95,7.78,0.7400000000000091,0
270,2019-01-18 06:00:00,27.97,99.9,80.6,7.915,0.6499999999999915,0
271,2019-01-18 07:00:00,27.24,96.8,77.91,8.05,-2.6899999999999977,0
272,2019-01-18 08:00:00,27.12,96.2,78.98,7.977,1.0700000000000074,0
273,2019-01-18 09:00:00,27.98,96.6,78.31,7.91,-0.6700000000000017,0
274,2019-01-18 10:00:00,29.7,97.0,77.85,7.9110000000000005,-0.46000000000000796,0
275,2019-01-18 11:00:00,31.9,95.0,79.28,7.78,1.4300000000000068,0
276,2019-01-18 12:00:00,31.88,92.8,79.45,7.789,0.1700000000000017,0
277,2019-01-18 13:00:00,33.6,91.5,79.19,7.655,-0.2600000000000051,0
278,2019-01-18 14:00:00,31.14,93.2,79.46,7.521,0.269999999999996,0
279,2019-01-18 15:00:00,29.43,94.2,79.43,7.65,-0.029999999999986926,0
280,2019-01-18 16:00:00,28.71,93.8,79.41,7.511,-0.020000000000010232,0
281,2019-01-18 17:00:00,27.85,95.4,79.28,7.579,-0.12999999999999545,0
282,2019-01-18 18:00:00,27.6,96.1,79.68,7.646,0.4000000000000057,0
283,2019-01-18 19:00:00,27.61,96.0,78.99,8.18,-0.6900000000000119,0
284,2019-01-18 20:00:00,26.75,95.9,78.98,9.46,-0.009999999999990905,0
285,2019-01-18 21:00:00,26.63,95.9,81.1,10.19,2.1199999999999903,0
286,2019-01-18 22:00:00,26.38,95.9,83.4,11.54,2.3000000000000114,0
287,2019-01-18 23:00:00,26.63,96.1,83.6,11.94,0.19999999999998863,0
288,2019-01-19 00:00:00,26.38,96.0,83.1,12.35,-0.5,0
289,2019-01-19 01:00:00,26.38,95.8,84.9,12.88,1.8000000000000114,0
290,2019-01-19 02:00:00,26.14,95.9,84.9,13.02,0.0,0
291,2019-01-19 03:00:00,26.51,96.0,84.1,13.02,-0.8000000000000114,0
292,2019-01-19 04:00:00,28.72,99.8,85.2,13.15,1.1000000000000085,0
293,2019-01-19 05:00:00,31.53,99.9,84.0,13.16,-1.2000000000000028,0
294,2019-01-19 06:00:00,31.77,99.8,85.1,13.29,1.0999999999999943,0
295,2019-01-19 07:00:00,31.03,99.8,84.4,13.16,-0.6999999999999886,0
296,2019-01-19 08:00:00,28.83,98.6,84.5,13.29,0.09999999999999432,0
297,2019-01-19 09:00:00,29.44,96.7,82.4,13.16,-2.0999999999999943,0
298,2019-01-19 10:00:00,28.83,94.9,82.5,13.16,0.09999999999999432,0
299,2019-01-19 11:00:00,29.69,92.9,82.2,13.02,-0.29999999999999716,0
300,2019-01-19 12:00:00,29.94,95.3,82.4,12.75,0.20000000000000284,0
301,2019-01-19 13:00:00,29.69,93.7,83.3,13.02,0.8999999999999915,0
302,2019-01-19 14:00:00,30.42,93.7,84.7,13.16,1.4000000000000057,0
303,2019-01-19 15:00:00,29.93,95.0,83.0,13.16,-1.7000000000000028,0
304,2019-01-19 16:00:00,29.07,95.9,81.8,35.26,-1.2000000000000028,0
305,2019-01-19 17:00:00,28.46,95.0,83.6,35.26,1.7999999999999972,0
306,2019-01-19 18:00:00,28.21,96.2,84.9,13.96,1.3000000000000114,0
307,2019-01-19 19:00:00,28.22,96.4,85.6,14.09,0.6999999999999886,0
308,2019-01-19 20:00:00,27.97,95.7,86.3,14.36,0.7000000000000028,0
309,2019-01-19 21:00:00,27.12,94.9,86.5,14.23,0.20000000000000284,0
310,2019-01-19 22:00:00,27.0,95.8,86.4,14.16,-0.09999999999999432,0
311,2019-01-19 23:00:00,27.0,95.2,86.1,14.23,-0.30000000000001137,0
312,2019-01-20 00:00:00,27.12,95.4,86.0,14.36,-0.09999999999999432,0
313,2019-01-20 01:00:00,26.38,94.2,86.4,14.36,0.4000000000000057,0
314,2019-01-20 02:00:00,26.39,94.6,86.4,14.22,0.0,0
315,2019-01-20 03:00:00,26.02,94.3,86.0,14.16,-0.4000000000000057,0
316,2019-01-20 04:00:00,25.66,93.9,86.0,14.22,0.0,0
317,2019-01-20 05:00:00,25.66,94.2,86.0,14.22,0.0,0
318,2019-01-20 06:00:00,24.92,93.7,86.0,14.22,0.0,0
319,2019-01-20 07:00:00,24.92,93.2,84.7,14.09,-1.2999999999999972,0
320,2019-01-20 08:00:00,24.3,93.3,84.9,14.09,0.20000000000000284,0
321,2019-01-20 09:00:00,25.29,91.7,84.7,13.95,-0.20000000000000284,0
322,2019-01-20 10:00:00,26.39,88.7,84.9,13.82,0.20000000000000284,0
323,2019-01-20 11:00:00,27.62,86.5,84.5,13.82,-0.4000000000000057,0
324,2019-01-20 12:00:00,30.32,80.9,84.1,13.82,-0.4000000000000057,0
325,2019-01-20 13:00:00,30.06,80.1,84.2,13.69,0.10000000000000853,0
